company,location,education,skills_description,job_type,salary,job_experience,job_role,exp_min,exp_max,exp_avg,primary_location,role_category,salary_category,skill_count,experience_level
RCPC,Bengaluru,Undergraduate,"Data Engineering, Data Engineer, automated tests",full-time,1585995.0,3-4,Data Engineer,3,4,3.5,Bengaluru,Data Engineer,15-20 LPA,3,Mid-Level
Ushur,Bengaluru,Undergraduate,"IT Skills, Java, Python, Cloud, DevOps, Node.js, Big Data, Process automation",full-time,1359893.0,5-7,Big Data Engineer,5,7,6.0,Bengaluru,Data Engineer,10-15 LPA,8,Senior
HRDevi Talent Acquisition,Bengaluru,Not Specified,"Java, Distribution Systemx, Scala, C Developer, Big Data, Lisp",contract,1354908.0,5-7,Data Engineer,5,7,6.0,Bengaluru,Data Engineer,10-15 LPA,6,Senior
Rakuten,Bengaluru,Undergraduate,"Hive, GCP, Hadoop, Big Data, python, sql, spark, bigdata",Not Specified,393466.0,6-8,Hiring Data Engineer,6,8,7.0,Bengaluru,Data Engineer,<5 LPA,8,Senior
KnowledgeHut,"Hyderabad, Bengaluru",Undergraduate,"python, NoSQL, Redshift Aws, Aws Glue, data engineering, A3, Big Data Analytics, Dms",Not Specified,808158.0,2-7,AWS Data Engineer,2,7,4.5,Hyderabad,Data Engineer,5-10 LPA,8,Mid-Level
Relevance Lab Inc,Bengaluru,Postgraduate,"IT Skills, Testing, PL/SQL, GIT, Data modeling, Configuration management, Analytical, Agile",full-time,558604.0,1-2,Data Engineer,1,2,1.5,Bengaluru,Data Engineer,5-10 LPA,8,Junior
MEERO,Bengaluru,Not Specified,"Automation, Analytical, Supply chain operations, Customer support, HTML, Customer service, Raw material, Logistics",full-time,482473.0,2-3,Automation & Data Engineer,2,3,2.5,Bengaluru,Data Engineer,<5 LPA,8,Junior
AceNet,"Hyderabad, Chennai, Gurugram, Bengaluru",Postgraduate,"Text mining, C++, Business objects, Simulation, Coding, MySQL, Machine learning, SCALA",full-time,743692.0,5-6,Data Science Engineer,5,6,5.5,Hyderabad,Data Scientist,5-10 LPA,8,Senior
TechChefs Software Pvt. Ltd.,Bengaluru,Postgraduate,"IT Skills, Big Data, tuning, ing, data, use cases, etl",full-time,2430628.0,4-6,Data Engineer,4,6,5.0,Bengaluru,Data Engineer,>20 LPA,7,Mid-Level
Version 1,Bengaluru,Postgraduate,"IT services, Data management, Agile, Data quality, Visual Studio, Customer service, Apache, SSIS",full-time,2161770.0,1-2,Data Analytics Consultant (Data Engineer),1,2,1.5,Bengaluru,Data Engineer,>20 LPA,8,Junior
A1 Technology Pvt Ltd,Bengaluru,Undergraduate,"EMR, RDS MySQL, AWS data, Spark, AWS Redshift, DynamoDB, RDBMS, Lambda",contract,2073530.0,1-2,AWS Data Engineer - Spark/DynamoDB,1,2,1.5,Bengaluru,Data Engineer,>20 LPA,8,Junior
Eli Lilly and Company,Bengaluru,Postgraduate,"Data Science, Written Communication, Health, Data Management, Problem Solving, Data Engineer, Aws, Python",contract,2005019.0,2-4,MD IDS Data Engineer,2,4,3.0,Bengaluru,Data Engineer,>20 LPA,8,Junior
Snaphunt,"Bengaluru, Remote",Postgraduate,"data analytics, data structures, IT Skills, Python, Data Science, Cloud, DevOps, Javascript",full-time,1265971.0,4-5,ETL Data Engineer,4,5,4.5,Bengaluru,Data Engineer,10-15 LPA,8,Mid-Level
NovoTree Minds Consulting Pvt. Ltd.,Bengaluru,Postgraduate,"S3, Amazon Web Services, Hive, Data pipeline, SQL, Spark, Hadoop, Impala",Not Specified,588621.0,1-4,Data Engineer,1,4,2.5,Bengaluru,Data Engineer,5-10 LPA,8,Junior
NovoTree Minds Consulting Pvt. Ltd.,Bengaluru,Postgraduate,"Scrum, Oozie, Airflow, DataBricks, Agile, Sqoop, Spark, Database programming",Not Specified,909522.0,2-5,Data Engineer,2,5,3.5,Bengaluru,Data Engineer,5-10 LPA,8,Mid-Level
Data Semantics,Bengaluru,Undergraduate,"RESTful APIs, GIT, Azure, Data bricks, SQL Server, No SQL, SQL, Python",contract,2173896.0,5-7,Python Data Engineer,5,7,6.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
MINDERA INDIA PRIVATE LIMITED,"Chennai, Bengaluru",Postgraduate,"Snowflake, Data Modeling, AWS, Python, SQL, Lambda, Glue, S3",full-time,2484100.0,1-3,Data Engineer,1,3,2.0,Chennai,Data Engineer,>20 LPA,8,Junior
Pathway Creators,Bengaluru,Undergraduate,"ETL, Python, Graphql, SQL",full-time,,2-3,Python Data Engineer,2,3,2.5,Bengaluru,Data Engineer,,4,Junior
Talent Zone Consultant,Bengaluru,Not Specified,Big Data Engineer Full-Stack Developer Company Profile Company Name Talent Zone Consultant,full-time,1089647.0,2-6,Big Data Engineer,2,6,4.0,Bengaluru,Data Engineer,10-15 LPA,1,Mid-Level
CareerXperts Consulting,Bengaluru,Postgraduate,"Backend, spark, Business analytics, Agile development, Web development, Machine learning, SCALA, J2Ee",full-time,1756701.0,2-5,Spark Backend Data Engineer AI/ML US Startup,2,5,3.5,Bengaluru,Data Engineer,15-20 LPA,8,Mid-Level
Shiras HR Advisory & Services,Bengaluru,Undergraduate,"Business Intelligence, Power Bi, Hadoop, Big Data, Data Engineer, Data Visualization, Aws, Data Analytics",Not Specified,429582.0,7-8,Data Engineer,7,8,7.5,Bengaluru,Data Engineer,<5 LPA,8,Senior
Torry Harris Business Solutions,Bengaluru,Undergraduate,"Data Analysis, Business Intelligence, Big Query, Data modelling, Scala, GCP, Spark, Technical architect",contract,1741144.0,1-7,GCP Data Engineers,1,7,4.0,Bengaluru,Data Engineer,15-20 LPA,8,Mid-Level
Harman Connected Services Corporation India Pvt.,Bengaluru,Undergraduate,"Microstrategy, Automation, Due diligence, Claims, Staffing, Agile, Data processing, Wellness",full-time,1068150.0,7-8,Data Engineer,7,8,7.5,Bengaluru,Data Engineer,10-15 LPA,8,Senior
Lingaro Sp. z o.o.,Remote,Undergraduate,"azure databricks, python, pyspark, IT Skills, Testing, Cloud, Big Data, Azure",full-time,1940614.0,2-5,Azure Data Engineer with PySpark,2,5,3.5,Remote,Data Engineer,15-20 LPA,8,Mid-Level
Prize Infotech Private Limited,Bengaluru,Postgraduate,"spark, Azure Databricks, SQL Azure, pyspark, data engineering",full-time,2445039.0,4-5,Data Engineer- ADB/ADF Developer,4,5,4.5,Bengaluru,Data Engineer,>20 LPA,5,Mid-Level
Xpheno,Bengaluru,Postgraduate,"Business analysis, spark, Analytical, SCALA, data governance, Data processing, System development, Open source",contract,726686.0,3-5,Data Engineer,3,5,4.0,Bengaluru,Data Engineer,5-10 LPA,8,Mid-Level
CareerXperts Consulting,Bengaluru,Undergraduate,"Unix, Computer science, Linux, MySQL, Shell scripting, Consulting, Agile, Data structures",full-time,479436.0,3-5,Data Engineer AI/ IoT Platform,3,5,4.0,Bengaluru,Data Engineer,<5 LPA,8,Mid-Level
Diverse Lynx,Bengaluru,Postgraduate,"IT Skills, Python, Azure, T-SQL, SQL queries, spark, SCALA, microsoft azure",full-time,373386.0,5-6,Azure Data Engineer,5,6,5.5,Bengaluru,Data Engineer,<5 LPA,8,Senior
AGILISIUM CONSULTING INDIA PRIVATE LIMITED,Chennai,Postgraduate,"Redshift Aws, Python, Spark, Redshift, Glue",contract,594732.0,1-3,Hiring Data Engineers,1,3,2.0,Chennai,Data Engineer,5-10 LPA,5,Junior
Pythian,Bengaluru,Undergraduate,"Data modeling, RDBMS, Consulting, Teradata, microsoft, Troubleshooting, Analytics, SQL",contract,1210686.0,6-8,Cloud Data Engineer,6,8,7.0,Bengaluru,Data Engineer,10-15 LPA,8,Senior
Diverse Lynx,Bengaluru,Undergraduate,"Performance turning, data analysis, Hive, SQL, data warehousing, data cleansing, query optimization, Analytics",full-time,741369.0,4-5,Data Engineer,4,5,4.5,Bengaluru,Data Engineer,5-10 LPA,8,Mid-Level
Diverse Lynx,Bengaluru,Postgraduate,"Hadoop, databases, NoSQL databases, Data wrangling, Scala, Python, Big data, Spark",contract,2004603.0,5-6,Data Engineer,5,6,5.5,Bengaluru,Data Engineer,>20 LPA,8,Senior
Huquo Consulting Pvt. Ltd,Gurugram,Postgraduate,"data science, Spark, Python, IT Skills, Machine Learning, NLP, Data Management, Neural Networks",full-time,371623.0,0-5,Lead Data Science Analyst - Python/ Spark,0,5,2.5,Gurugram,Data Scientist,<5 LPA,8,Junior
getyourjob,Bengaluru,Undergraduate,"Computer science, Automation, data domain, Data modeling, Analytical, Business intelligence, Data mining, Data warehousing",full-time,1494842.0,6-7,Data Engineer,6,7,6.5,Bengaluru,Data Engineer,10-15 LPA,8,Senior
ZAGENO Inc,Bengaluru,Postgraduate,"Data analysis, GCP, Analytical, Machine learning, Scheduling, Data quality, Monitoring, Analytics",full-time,2460416.0,5-7,Data Engineer,5,7,6.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
Gyansys Infotech,Bengaluru,Not Specified,"Azure Data Factory, SSIS, Azure, MSBI, IT Skills, Azure Databricks",contract,2207687.0,2-4,Data Engineer,2,4,3.0,Bengaluru,Data Engineer,>20 LPA,6,Junior
Kinara Financial Private Limited,Bengaluru,Undergraduate,"GIT, Analytical, Selenium, Test cases, Data mining, Financial services, SQL, Python",contract,1648358.0,4-6,Data Engineer 1,4,6,5.0,Bengaluru,Data Engineer,15-20 LPA,8,Mid-Level
Xpheno,Bengaluru,Postgraduate,"GIT, Web services, SCALA, Cloud, data visualization, Data warehousing, AWS, Python",full-time,1590541.0,3-5,Data Engg 4,3,5,4.0,Bengaluru,Data Engg 4,15-20 LPA,8,Mid-Level
Xpheno,Bengaluru,Postgraduate,"Performance tuning, metadata, spark, Delta, Cataloguing, Cloud, Programming, SQL",contract,2116668.0,0-6,Principal Data Engineer,0,6,3.0,Bengaluru,Data Engineer,>20 LPA,8,Junior
Ankercloud,Bengaluru,Undergraduate,"IT Skills, Java, Python, Cloud, Project Management, Big Data, AWS, C++",Not Specified,828685.0,1-7,Data Engineer,1,7,4.0,Bengaluru,Data Engineer,5-10 LPA,8,Mid-Level
Visionet Systems Private Limited.,"Coimbatore, Bengaluru, Mumbai",Postgraduate,"Pyspark, scala, airflow, big data, AWS, BitBucket, SPARK, API Integration",contract,2472188.0,5-6,Aws Data Engineer/Big Data,5,6,5.5,Coimbatore,Data Engineer,>20 LPA,8,Senior
Esper,Bengaluru,Undergraduate,"IT Skills, Big Data, Salesforce, Google Analytics, Debugging, Healthcare, OLAP, Business intelligence",full-time,960503.0,3-5,Principal Engineer - Data,3,5,4.0,Bengaluru,Principal Engineer - Data,5-10 LPA,8,Mid-Level
Esper,Bengaluru,Undergraduate,"IT Skills, Java, Python, Big Data, Salesforce, Coding, Debugging, Healthcare",contract,1223117.0,5-6,Staff Engineer - Data,5,6,5.5,Bengaluru,Staff Engineer - Data,10-15 LPA,8,Senior
Alphonso Inc.,Bengaluru,Undergraduate,"Computer science, Statistical modeling, Algorithms, Map Reduce, Machine learning, Hadoop, Javascript, big data",contract,575038.0,7-8,Data Engineer - Alphonso,7,8,7.5,Bengaluru,Data Engineer,5-10 LPA,8,Senior
Shreya Learning Academy hiring for stirista,Bengaluru,Postgraduate,"c#, .net, MVC, WCF, Web Services, SQL",contract,1309614.0,7-8,Stirista Data Engineer,7,8,7.5,Bengaluru,Data Engineer,10-15 LPA,6,Senior
Cardinal Drugs Ltd.,Bengaluru,Undergraduate,"Automation, Coding, Process improvement, Artificial Intelligence, Agile, Data quality, Customer service, Information technology",contract,,6-7,Data Engineer,6,7,6.5,Bengaluru,Data Engineer,,8,Senior
MSys Tech India Pvt. Ltd.,Remote,Undergraduate,"IT Skills, Python, Software Development, Data Science, Big Data, Pyspark, github, Postgresql",full-time,1604100.0,2-3,Data Engineer @ MSys !!!,2,3,2.5,Remote,Data Engineer,15-20 LPA,8,Junior
Edureka!,Bengaluru,Not Specified,"E-learning, PMI ACP, PMP, PDF, LMS, Project management, PMBOK, Customer service",contract,388871.0,6-7,Graduate Program in Big Data Engineering,6,7,6.5,Bengaluru,Data Engineer,<5 LPA,8,Senior
PEPSI FOODS PRIV LIMITED,Hyderabad,Postgraduate,"PMI ACP, Interpersonal skills, Data migration, Manager Program Management, Analytical, Agile, Software development life cycle, Scrum",Not Specified,1416166.0,6-8,"Program Manager, Data Engineering",6,8,7.0,Hyderabad,Data Engineer,10-15 LPA,8,Senior
Multi Recruit,Bengaluru,Undergraduate,"Coding, Debugging, OLAP, Business intelligence, Analytics, Monitoring, Android, Python",full-time,664018.0,2-3,Staff Engineer – Data,2,3,2.5,Bengaluru,Staff Engineer – Data,5-10 LPA,8,Junior
Dell International Services IndiaPrivate Limited,Bengaluru,Postgraduate,"Data Engineering, GreenPlum, data modeling, Microsoft SQL Server, Hadoop, Oracle, big data, Teradata",contract,2007125.0,5-7,"Advisor, Data Engineering",5,7,6.0,Bengaluru,Data Engineer,>20 LPA,8,Senior
Siemens,Pune,Not Specified,"Computer science, Front end, orchestration, data science, Agile, Packaging, HTML, Data analytics",contract,2359910.0,2-6,DevOps Engineer - SBS Data Analytics,2,6,4.0,Pune,DevOps Engineer - SBS Data Analytics,>20 LPA,8,Mid-Level
Bloom Consulting Services,Bengaluru,Postgraduate,"Statistical programming, data science, Machine learning, SCALA, Open source, Data mining, Ruby, MATLAB",full-time,1376178.0,2-3,Data Science Engineer,2,3,2.5,Bengaluru,Data Scientist,10-15 LPA,8,Junior
PureSoftware Pvt Ltd.,Bengaluru,Postgraduate,"Collibra tool, Data Governance, Collibra, Governance, Communication, collibratool, datagovenance",Not Specified,1278294.0,1-3,Data Governance Engineer (Collibra Tool),1,3,2.0,Bengaluru,Data Governance Engineer (Collibra Tool),10-15 LPA,7,Junior
"Evertz Microsystems, Ltd",Bengaluru,Undergraduate,"Computer science, continuous integration, data science, Customer satisfaction, Analytical, Data analytics, Data warehousing, Monitoring",full-time,1141207.0,0-6,Data Science Engineer,0,6,3.0,Bengaluru,Data Scientist,10-15 LPA,8,Junior
Telamon HR Solutions,Bengaluru,Postgraduate,"spring boot, MIN, spark, J2Ee, big data",full-time,,3-6,Big Data Java engineer,3,6,4.5,Bengaluru,Big Data Java engineer,,5,Mid-Level
IG Group,Bengaluru,Undergraduate,"IP addressing, networks",Not Specified,813525.0,1-3,Market Data Operations Engineer,1,3,2.0,Bengaluru,Market Data Operations Engineer,5-10 LPA,2,Junior
ThoughtClan Technologies Pvt Ltd.,Bengaluru,Postgraduate,"Azure, Django, Aiml, MongoDB, Python, Lake, PyTorch, Machine Learning",full-time,561191.0,3-4,Data Science Engineer,3,4,3.5,Bengaluru,Data Scientist,5-10 LPA,8,Mid-Level
IG Infotech India,Bengaluru,Undergraduate,"CFD, Linux, Data management, Agile, market data, Windows, JIRA, Middleware",full-time,1989034.0,1-7,Market Data Operations Engineer,1,7,4.0,Bengaluru,Market Data Operations Engineer,15-20 LPA,8,Mid-Level
Philips,Bengaluru,Postgraduate,"Health insurance, TPA, Risk assessment, Consulting, CAD, Marketing support, Healthcare, Presales",Not Specified,1468748.0,1-6,Senior Scientist - Digital Health,1,6,3.5,Bengaluru,Senior Scientist - Digital Health,10-15 LPA,8,Mid-Level
Global Talent Acquisition Partners,Bengaluru,Postgraduate,"Data Analyst, Product based, Startup Hiring, Startup, Information Technology, Bangalore",full-time,,6-8,Data Analyst : Leading Product Based Startup : Bangalore,6,8,7.0,Bengaluru,Data Analyst,,6,Senior
Diverse Lynx,Bengaluru,Undergraduate,"IT Skills, Java, Python, Cloud, DevOps, Oracle, Big Data, Computer science",Not Specified,1798204.0,4-6,GCP Data Migration Engg,4,6,5.0,Bengaluru,GCP Data Migration Engg,15-20 LPA,8,Mid-Level
Talent Zone Consultant,Bengaluru,Undergraduate,"Linux, Networking, devops, Debugging, Perl, big data, Virtualization, Monitoring",full-time,488858.0,4-5,Big data dev ops operations engineer,4,5,4.5,Bengaluru,Big data dev ops operations engineer,<5 LPA,8,Mid-Level
PaveIT Solutions,Bengaluru,Undergraduate,"Redshift, CI / CD, Data warehouse, Python, Athena, AWS EMR, Java, AWS big",contract,987459.0,6-8,Big Data QA Engineer,6,8,7.0,Bengaluru,Big Data QA Engineer,5-10 LPA,8,Senior
Proactive Data Systems Pvt. Ltd.,"Mumbai, Mumbai",Undergraduate,"IT Services & Consulting, Citrix, Hyper-V, BOM, UCS, BOQ, ACI, Presales",contract,1223665.0,7-8,Presales Engineer - Data Center,7,8,7.5,Mumbai,Presales Engineer - Data Center,10-15 LPA,8,Senior
Civica,Vadodara,Undergraduate,"Computer science, data science, Business analytics, Analytical, Artificial Intelligence, Machine learning, Workflow, Agile methodology",contract,1552627.0,3-6,Software Engineer (Data Science),3,6,4.5,Vadodara,Data Scientist,15-20 LPA,8,Mid-Level
Burgeon IT Services Pvt ltd,Bengaluru,Postgraduate,"spark, H20, RDS, R, spark mllib, EC2, Luigi, AWS",full-time,2428637.0,4-6,Data / ML Engineer,4,6,5.0,Bengaluru,Data / ML Engineer,>20 LPA,8,Mid-Level
RIVERSAND TECHNOLOGIES INDIA PRIVATE LIMITED,Bengaluru,Not Specified,"design patterns, CORE JAVA, big data, IT Skills, Java, Python, Cloud, Javascript",contract,715498.0,7-8,Software Engineer - JAVA/ BIG DATA,7,8,7.5,Bengaluru,Software Engineer - JAVA/ BIG DATA,5-10 LPA,8,Senior
Talent21 Management Shared Services Private Limited,"Hyderabad, Chennai, Bengaluru",Postgraduate,"Business Intelligence, Database Marketing, Hadoop, Spark, Data Modeling, Hdfs, Etl, Solution Design",Not Specified,1725796.0,2-4,Data Solutions Engineer,2,4,3.0,Hyderabad,Data Solutions Engineer,15-20 LPA,8,Junior
Harman Connected Services Corporation India Pvt.,Bengaluru,Postgraduate,"Automation, Due diligence, Claims, HP data protector, Staffing, Succession planning, Scheduling, Data quality",contract,2329171.0,1-4,Data Quality Engineer,1,4,2.5,Bengaluru,Data Quality Engineer,>20 LPA,8,Junior
EverForce LLC,Bengaluru,Postgraduate,"Shell scripting, Debugging, Oracle ERP, PLSQL, Data analytics",full-time,1133370.0,7-8,Data Analytics Engineer,7,8,7.5,Bengaluru,Analytics Engineer,10-15 LPA,5,Senior
DAZN,Bengaluru,Postgraduate,"Computer vision, Construction, Web technologies, data science, Machine learning, Manager Technology, Wellness, Data analytics",full-time,1943568.0,3-4,Data Science Quality Assessment Engineer,3,4,3.5,Bengaluru,Data Scientist,15-20 LPA,8,Mid-Level
Telamon HR Solutions,Bengaluru,Undergraduate,"spring boot, spark, J2Ee, big data",contract,849988.0,2-4,Big Data Java engineer,2,4,3.0,Bengaluru,Big Data Java engineer,5-10 LPA,4,Junior
Pratham Software Pvt. Ltd.,Jaipur,Undergraduate,"Spark, ETL, Talend, Spark SQL, AWS Big Data, Azure File Storage, Python, Azure",full-time,1300287.0,6-8,Data Engineer,6,8,7.0,Jaipur,Data Engineer,10-15 LPA,8,Senior
NSE.IT Ltd,"Mumbai, Pune",Undergraduate,"IT Skills, Python, Cloud, DevOps, Elastic Search, Javascript, Big Data, Change management",Not Specified,360837.0,2-4,AWS Data Engineer,2,4,3.0,Mumbai,Data Engineer,<5 LPA,8,Junior
Techstar Software Development India Pvt. Ltd.,Bengaluru,Not Specified,"Test Life cycle, SQL knowledge, Test Analysis, Big Data, SQL, SQL Query, Life, IT Skills",contract,1477343.0,6-7,Big Data Test Engineer - Functional/System Testing,6,7,6.5,Bengaluru,Big Data Test Engineer - Functional/System Testing,10-15 LPA,8,Senior
Bloom Energy India Pvt Ltd,Bengaluru,Not Specified,"Business process, data cleansing, MS SQL, Coding, SSRS, Schema, SSIS, microsoft",Not Specified,714336.0,3-4,Engineer - Data Warehouse,3,4,3.5,Bengaluru,Engineer - Data Warehouse,5-10 LPA,8,Mid-Level
Accenture,Chennai,Postgraduate,"IT Skills, Quality Assurance, Cloud, Project Management, BPO, project management, Business process, Automation",contract,2349170.0,6-7,S&PP COE Analytics - Data Engineering,6,7,6.5,Chennai,Data Engineer,>20 LPA,8,Senior
Accenture,Gurugram,Postgraduate,"IT Skills, Testing, Mainframe, Computer science, System testing, SAS, Coding, Analytical",full-time,870931.0,7-8,ACN - Applied Intelligence - CC - Data Engineering (IN) - 09,7,8,7.5,Gurugram,Data Engineer,5-10 LPA,8,Senior
Accenture,Pune,Postgraduate,"Business process, Data analysis, PAAS, Consulting, SCALA, Data quality, Oracle, Operations",full-time,1559948.0,6-8,Data Engineering Application Developer,6,8,7.0,Pune,Data Engineer,15-20 LPA,8,Senior
IBM,Pune,Postgraduate,"Java web services, Application development, Asset management, Enterprise content management, SQL, IT Skills, Java, Javascript",full-time,316984.0,0-2,Data Engineer: Enterprise Content Management,0,2,1.0,Pune,Data Engineer,<5 LPA,8,Fresher
IBM,Hyderabad,Undergraduate,"Java web services, Application development, Asset management, Enterprise content management, SQL, HTML5, Rest API s, OpenText",full-time,1913640.0,1-3,Data Engineer: Enterprise Content Management,1,3,2.0,Hyderabad,Data Engineer,15-20 LPA,8,Junior
Accenture,Hyderabad,Postgraduate,"Azure, GCP, AWS, communication, Kubernetes, Terraform, Bash, DevOps",contract,1602809.0,4-5,ACN - Applied Intelligence - CC - Data Engineering (IN) - 10,4,5,4.5,Hyderabad,Data Engineer,15-20 LPA,8,Mid-Level
Optum,Hyderabad,Not Specified,"Data Engineering, software distribution, TDD, automation frameworks, Cloud, Teradata Operations, asset management, CI/CD",contract,2026060.0,0-5,Data Engineering Manager - Teradata,0,5,2.5,Hyderabad,Data Engineer,>20 LPA,8,Junior
Optum,Hyderabad,Postgraduate,"Data Engineering, IT Skills, Python, Testing, Cloud, DevOps, Oracle, Big Data",full-time,824504.0,5-6,Data Engineering Consultant,5,6,5.5,Hyderabad,Data Engineer,5-10 LPA,8,Senior
