company,location,education,skills_description,job_type,salary,job_experience,job_role
DEVON SOFTWARE SERVICES PRIVATE LIMITED,Bengaluru,Postgraduate,"spark, SCALA, aws, Kinesis, AWS Services, S3, Python, DataDog",full-time,2161841.0,0-7,Permanent Hiring - Jr.Big Data Developer - Devon(Dutch MNC) -Bangalore
DEVON SOFTWARE SERVICES PRIVATE LIMITED,Bengaluru,Undergraduate,"spark, SCALA, aws, NodeJS, Nagios, Lambda, Splunk, AWS Services",contract,1446029.0,7-8,Permanent Hiring - Jr.Big Data Developer - Devon(Dutch MNC) -Bangalore
Maveric Systems Limited,"Chennai, Bengaluru",Not Specified,"hadoop, Data Warehousing, Linux Shell scripting, analytical, communication, Spark, SCALA, software development",contract,2210463.0,3-6,Big Data Developer
HiringSign,"Pune, Trivandrum/Thiruvananthapuram",Undergraduate,"Java, Google Cloud Platform, Python, BigQuery, Scala, Hadoop, Big Data, Data Warehousing",full-time,2283417.0,0-6,Senior Data Engineer - Google Cloud Platform
Virtusa,Pune,Postgraduate,Big Data,full-time,2493502.0,4-6,Virtusa Hiring Big Data Developer @ Pune | 5-8 Yrs
Impetus,Pune,Undergraduate,"Data Warehousing, Dynamo DB, Hadoop, EMR, Hive, NoSQL, AWS Cloud, MongoDB",full-time,1510538.0,7-8,SSE/MLSE: Big Data & Python
Impetus,"Noida, Indore",Postgraduate,"Lambda, EMR, Spark, Java, NoSQL, Kinesis, Python, Dynamo DB",full-time,1574120.0,6-8,Big Data Developers: Spark/Hive
Dun & Bradstreet,Hyderabad,Undergraduate,"Cloudera Hadoop, AWS Glue, Spark, Amazon Athena, DataBricks, Amazon Elastic Map Reduce, root - cause analysis, IT Skills",full-time,2093929.0,1-4,Big Data Developer II
Impetus,"Noida, Indore",Postgraduate,"Agile, spark, BigData, DevOps, kafka, GIT, Hadoop, Jenkins",contract,2395389.0,4-5,Big Data SE/SSE
Persistent,Pune,Postgraduate,"Performance tuning, Automation, Coding, SCALA, Agile, Informatica, SDLC, Monitoring",full-time,2365135.0,7-8,Big Data Developer
Huquo Consulting Pvt. Ltd,Gurugram,Not Specified,"Hadoop, Spark, SQL, Oracle, ETL, Python, data base management, AWS",full-time,567031.0,0-6,Senior Manager- Data Engineering
Gallop Research,Gurugram,Postgraduate,"DevOps Pipeline, Data Engineering, data modelling, data querying, data processing, Azure Data lake, Azure Blob Storage, Azure Data Bricks",full-time,,4-5,Manager/Senior Manager - Data Engineering - Healthcare/Life Science
cliqhr.com,Hyderabad,Postgraduate,"Java, BigQuery, Microservices Architecture, OOPS, Google Cloud Platform, Spark, Data Warehousing, Performance Tuning",full-time,2008223.0,0-5,Senior Data Engineer / Spark Developer - Google Cloud Platform
Executive Selection India,Bengaluru,Not Specified,"Data Engineering, Java, Scala, Hadoop, Cassandra, Kafka, SQL, RabbitMQ",contract,641605.0,2-4,Data Engineering Manager
Corner Tree Consulting,"Mumbai, Chennai, Bengaluru, Delhi NCR",Postgraduate,"Java, Azure, Spark, Apache Beam, TDD, Agile, Redis, Scala",contract,1833916.0,5-7,Data Engineer - Java/Scala/Python
Krazy Mantra HR Solutions Pvt. Ltd,"Hyderabad, Pune, Bengaluru",Postgraduate,"Technical, Azure data engineer, Developer, Data Bricks, Python, Datafactory, Agile, Spark",full-time,712828.0,2-6,"Lead Azure data engineer (Pune, Hyderabad, Bangalore)"
LALITA MANPOWER SOLUTIONS,"Hyderabad, Bengaluru, Delhi NCR",Postgraduate,"Azure Data Factory, Azure Synapse, Technical Solutioning, Cloud Architecture, data warehouse design, IT Skills, Cloud, Azure",contract,523620.0,6-8,Azure Data Engineer
BrightTALK,Chennai,Not Specified,"Computer science, System architecture, Backend, Machine learning, Workflow, Data processing, Pentaho, Monitoring",Not Specified,325155.0,7-8,Data Engineering Tech Lead
Arcesium India Private Limited,Hyderabad,Postgraduate,"Computer science, Process design, Data modeling, Analytical, Shell scripting, Application development, Open source, Operations",contract,1782635.0,5-6,Engineering Lead - Data Platform
Jet2 Travel Technologies Pvt. Ltd.,Pune,Undergraduate,"IT Skills, Java, Python, Testing, Data Science, Cloud, DevOps, Leadership",Not Specified,1817478.0,1-4,Data Engineering-Team Lead
Hire Freeze Manpower Solution,Bengaluru,Undergraduate,"Data Engineer, IT Skills, Cloud, Big Data, AWS, S3, Airflow, EMR",full-time,783041.0,0-1,Lead Data engineer with an leading IT company
LIVE CONNECTIONS PLACEMENTS PRIVATE LIMITED,"Hyderabad, Bengaluru",Undergraduate,"Azure Data Engineer, Azure Databricks, Cloud Data Engineer, Azure Data Bricks, Azure Public Cloud, SQL, Azure Data Factory, SSIS",contract,1558471.0,2-3,Hiring For Azure Data Engineers (4-10yrs) For leading US Based MNC
QWEEN NETWORK LLP,Bengaluru,Postgraduate,"Etl Process, Data Modeling, SQL, pySpark, Kafka, Spark, Python, Hive",full-time,2376705.0,0-3,Lead Data Engineer - Bangalore Location
Visa,Bengaluru,Postgraduate,"IT Skills, Project Management, BPO, project management, compensation analyst, Data analysis, Excel, HRIS",full-time,963317.0,7-8,Sr. Compensation Analyst
Career Maker,Bengaluru,Postgraduate,"C++, C, Python, IT Skills, Software Development, Testing, Machine Learning, Javascript",full-time,1896921.0,7-8,Software Engineer - Data Tools - C/ C++/ Python/ ETL
Career Maker,Bengaluru,Undergraduate,"Data Engineering, Kafka, ETL, S3, Airflow, web services, Scala, Hadoop",full-time,1663615.0,5-6,"Data Engineering Experts – ETL, Kafka, Scala, Hadoop"
iQuest Management Consultants Pvt. Ltd,Gurugram,Undergraduate,"Azure Data Lake, Azure Synapse, Data Modelling, Data Migration, IT Skills, Azure, Azure Data Factory, Azure Databricks",contract,1373224.0,1-5,Lead Data Engineer
Techno Placements,Mumbai,Undergraduate,"Microsoft SQL Server, MySQL, AWS EMR, IT Skills, Python, Big Data, AWS, AWS Lambda",full-time,2039379.0,5-7,AWS EMR Data Engineer
Career Infosystem,Hyderabad,Postgraduate,"Hadoop, agile methodology, Spark, HDFS, Impala, Python, analytical, Spark RDD",contract,543446.0,3-5,Big Data Engineer - Hadoop/Scala
Confidential,Gurugram,Undergraduate,"Hadoop, Pyspark, Linux, Docker, Big Data, Spark, Hdfs, Unix Operating System",contract,1649649.0,2-3,Big Data Devops Engineer (Analytics)
Career Infosystem,Hyderabad,Undergraduate,"Big Data, Spark RDD, analytical, HDFS, Hive, Impala, agile methodology, Python",contract,1496920.0,7-8,Big Data Engineer - Scala/Spark
Career Infosystem,Hyderabad,Postgraduate,"Big Data, Hadoop, Spark RDD, HDFS, Hive, Spark, Python, agile methodology",full-time,1776276.0,1-3,Big Data Engineer - Hadoop Ecosystem
Evolent Health,Pune,Undergraduate,"Data Engineering, IT Skills, Java, Python, Machine Learning, Artificial Intelligence, Cloud, Angularjs",full-time,1260240.0,5-6,"India-Lead, Data Engineering Risk Analytics"
Sollys Consulting and Solutions Pvt Ltd,Hyderabad,Postgraduate,"BIG Data, Kafka, OLAP, MapReduce, Data, Cassandra, OLTP, Solr",contract,1462614.0,3-5,BIG Data Engineer - Lead
Beno Staffing,Gurugram,Not Specified,"hive, python, Staffing, Analytics, HBase, java, PDF, spark",full-time,390131.0,3-6,Big Data Engineer-Module Lead
Decision Point,Gurugram,Postgraduate,"R, Data Engineering, Google Cloud Platform, Agile, Big Data, Spark, Machine Learning, AWS",contract,2140144.0,6-7,ML Engineering Lead - Big Data
Agilisium Consulting,Chennai,Postgraduate,"SAN, RDBMS, SOC, SMS, Data structures, Application development, Apache, SQL",contract,1307133.0,1-6,Data Engineer Lead
SOURCE SOLUTIONS HR SERVICES LLP,Delhi NCR,Postgraduate,"Hadoop, AWS",full-time,1789467.0,6-8,Data Engineer Lead
PCCW Solutions,Pune,Postgraduate,"Data Science, Business Intelligence, Big Data, Kafka, Data Analysis, Spark, Data Modeling, Aws",Not Specified,1573075.0,0-2,Data Engineering Lead
Reval India Pvt. Ltd.,Mumbai,Postgraduate,"IT Skills, Python, Software Development, Testing, Data Science, Javascript, Css, Design Patterns",full-time,387166.0,5-6,Data Engineer Team Lead
ION,Mumbai,Postgraduate,"Angular, verbal, communication, agile, written, written communication, C#, control management",full-time,1697190.0,6-7,Data Engineer Team Lead
Ignitee Digital Solutions Pvt Ltd,Noida,Postgraduate,"metadata, data security, Master data management, Manager Technology, MongoDB, Data quality, Apache, big data",full-time,2494078.0,5-7,Data Engineering Lead
Vertafore,Hyderabad,Undergraduate,"dynamo db, database security, Schema, Reconciliation, SCALA, Data quality, AWS, Data warehousing",contract,1143768.0,7-8,"Technical Lead , Data Engineering"
Pythian,Hyderabad,Undergraduate,"IT Skills, Java, Python, Cloud, AWS, Azure, Data modeling, RDBMS",full-time,656818.0,6-8,Pythian Cloud Data Engineering - Lead
Ignitee Digital Solutions Pvt Ltd,Noida,Undergraduate,"metadata, Design review, data security, Master data management, Hadoop, Technical Lead, Data quality, Apache",contract,1495864.0,6-8,Technical Lead - Data Engineering
Confidential,Gurugram,Undergraduate,"Big Data Analytics, Java, algorithms, Maven, BitBucket, Data structures, Spring Boot, SQL",Not Specified,,5-6,Backend Engineer ( Big Data Analytics)
Incline Infotech,"Pune, Bengaluru",Postgraduate,"Tableau, Lambda, Azure Big Data, S3, Spark, Analytics, Azure, AWS",Not Specified,2286252.0,1-2,Associate Director – Data and Insights Practice
Incline Infotech,"Pune, Bengaluru",Postgraduate,"S3, Amazon Web Services, Glue, Lambda, Redshift, IT Skills, Software Development, Big Data",full-time,932031.0,4-5,Associate Director Data and Insights Practice
FICO,Bengaluru,Undergraduate,"Logistic regression, Operations research, C++, Neural networks, Analytical, Machine learning, Data collection, Presales",full-time,2461466.0,2-3,Analytic Science - Lead Scientist
CHANGE LEADERS CONSULTING,"Mumbai, Hyderabad, Pune, Chennai",Undergraduate,"Redshift, data modelling, written communication, ETL design, Pysprk, Galue, SQL, verbal",contract,1022118.0,0-1,Senior Specialist Data Engineer
Breter Managings,Delhi NCR,Undergraduate,"BI flows, Python, Apache Spark, Java, Azure Databricks, Azure, Microsoft SQL Server, MySQL",Not Specified,729900.0,7-8,"Sr Data Engineer, 6-10 yrs exp, BI flows, Python, Azure, etc Delhi."
Confidential,Hyderabad,Not Specified,"BI, Communication, No SQL, ETL, Columnar database, Hive, Data modeling, data mining",contract,,3-7,Sr Data Engineer - Hadoop/hive/pig
TrueView HR Consulting Pvt. Ltd,Pune,Undergraduate,"Bigdata, IT Skills, Java, Python, Testing, Machine Learning, Cloud, DevOps",contract,1465278.0,0-6,Senior Data Engineer / Bigdata Developer
E-Solutions IT Services Pvt Ltd,Delhi NCR,Postgraduate,"Azure, Data Engineer, shell, analytical, Azure Data Lake Analytics, Pyspark, Python, written",Not Specified,1179644.0,3-5,Sr. Azure Data Engineer
Betsol Software India Private Limited,"Pune, Bengaluru, Delhi NCR",Undergraduate,"IT Skills, Python, Cloud, AWS, Data Engineering, SSAS, SSRS, MSBI",full-time,1942019.0,4-5,Data Engineer
Optico Solutions Pvt. Ltd.,"Noida, Kolkata, Hyderabad, Pune, Chennai, Bengaluru, Delhi NCR, Mumbai",Postgraduate,"ADF, Data Engineer, ADB, Azure Data bricks, Python, Azure, Data factory, azure data",full-time,634198.0,1-2,Azure Data Engineer
Optico Solutions Pvt. Ltd.,"Noida, Kolkata, Hyderabad, Pune, Chennai, Bengaluru, Delhi NCR, Mumbai",Postgraduate,"ADF, Data Engineer, ADB, Spark, Azure Data bricks, Azure SQL DB, Python, Azure",full-time,941582.0,0-2,Azure Data Engineer
Symphoni HR Private Limited,"Kolkata, Mumbai, Indore, Dehradun, Hyderabad, Pune, Chennai, Bengaluru, Delhi NCR",Undergraduate,"Bigdata, Spark, AWS, Redshift, Python, EMR, HDFS, Cassandra",full-time,650634.0,1-3,Big Data Engineer
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Noida, Kolkata, Hyderabad, Pune, Chennai, Bengaluru",Postgraduate,"AWS, Glue, communication, Redshift, Python, AWS Glue, SQL, lambda",contract,419123.0,6-7,Data Engineer
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Noida, Kolkata, Hyderabad, Pune, Chennai, Bengaluru",Postgraduate,"AWS, lambda, Redshift, communication, Glue, DevOps, Review, AWS Glue",contract,2351982.0,6-7,Data Engineer-AWS
cartrack,"Hyderabad, Gurugram, Bengaluru",Not Specified,"linux administration, Openstack, Openshift, hive, python, spinnaker, spark, airflow",full-time,2241792.0,2-4,Data Devops Engineer
Cogniphi Technologies,"Kolkata, Mumbai, Hyderabad, Pune, Ahmedabad, Chennai, Delhi NCR, Bengaluru",Undergraduate,"Hive, MySQL, Kafka, Relational Database, MariaDB, MongoDB, Yarn, MapReduce",full-time,1102078.0,4-6,Data Engineer/Architect
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Noida, Kolkata, Hyderabad, Pune, Chennai, Bengaluru",Undergraduate,Kafka,contract,2241087.0,7-8,Data Engineer
TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Noida, Kolkata, Hyderabad, Pune, Chennai, Bengaluru",Undergraduate,"AWS, communication, spark, Glue, AWS Glue, lambda, python, java",full-time,,3-5,Data Engineer-AWS
CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,"Delhi, Pune, Bengaluru, Delhi NCR, Mumbai",Undergraduate,"Hadoop Administration, Python, Java, C Plus Plus, Flume, EMR, Apache spark, JIRA",full-time,1780862.0,5-6,Big Data Engineer
Liberty Talent Search,"Nagpur, Pune, Bengaluru",Postgraduate,"Hadoop, PySpark, Hive, AWS|Azure| SQL, Big data, Scala, BI, IT Skills",full-time,410755.0,4-5,Immediate Joiner| Big Data Engineer |17 LPA | Pune /Bangalore
Optico Solutions Pvt. Ltd.,"Hyderabad, Pune, Bengaluru, Delhi NCR, Mumbai",Undergraduate,"ADLS, Azure, Data factory, Azure Data, ADB, Spark, Data Integration, Scala",contract,1355407.0,2-6,Azure Data Engineer opening in Tech Mahindra
EDU ANGELS INDIA PVT LTD,"Nagpur, Hyderabad, Pune, Chennai, Bengaluru, Delhi NCR",Postgraduate,"Azure Data Factory, Azure Databricks, Data Warehousing, SQL, Azure SQL Warehouse, Azure Analysis Services, Spark, ADF",Not Specified,1241082.0,0-7,Data Engineer (Azure)
Optico Solutions Pvt. Ltd.,"Noida, Hyderabad, Pune, Chennai, Bengaluru",Undergraduate,"data bricks, AZURE, data engineer, python, ADF, spark, scala, data factory",full-time,386343.0,2-6,Azure Data Engineer/Tech Mahindra
BLEND360 INDIA PRIVATE LIMITED,Hyderabad,Postgraduate,"Data Engineering, BigQuery, GCP, Snowflake, Data Warehousing, Redshift, NOSQL Databases, Python",Not Specified,2133705.0,1-6,Data Engineer
CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,"Pune, Gurugram, Bengaluru, Mumbai",Undergraduate,"spark, scala, hadoop, Python, Azure, AWS, Shell scripting, Big Data",full-time,1569127.0,1-3,"Big Data Engineer - Spark, Hadoop and Scala - 4 -10 years"
Societe Generale,Bengaluru,Postgraduate,"software development, PySpark, HDFS, Hive, Big data, Big data technologies, SQL database, Python",Not Specified,325288.0,2-6,Specialist Software Engineer - Data Engineer
Infoblox,Bengaluru,Undergraduate,"Automation, Networking, Performance management, Process improvement, network services, Application development, Monitoring, Python",contract,300660.0,0-7,"Manager , Data Engineering"
Trinkerr,Bengaluru,Not Specified,Data Engineer,contract,1488178.0,2-6,Data Engineer
Global Talent Pool,"Mumbai, Bengaluru",Postgraduate,"Computer science, data science, Analytical, Programming, Data structures, Mathematics, Statistics, Python",full-time,312492.0,7-8,Data Science (ETO - Engineering)
Zoom Start India,Bengaluru,Undergraduate,"IT Skills, Java, Python, Software Development, Data Science, Machine Learning, Cloud, NoSQL",contract,410599.0,2-7,Data Engineering Manager
TENSORIOT SOFTWARE SERVICES PRIVATE LIMITED,Bengaluru,Undergraduate,"AWS, Python",full-time,,1-3,Data Engineer
VEGA Intellisoft Private Limited,Bengaluru,Undergraduate,"SAS, PySpark, HDFS, S3, Hive, Kafka, SQL, communication",full-time,,0-4,Data Engineer
Sigma Aldrich,Bengaluru,Postgraduate,"Db2, RDBMS, MySQL, Javascript, Agile, JDBC, HTML, Oracle",contract,,2-4,Data Engineer - ACE
Peopleplus Professional Services Pvt. Ltd.,"Hyderabad, Pune, Bengaluru",Not Specified,"Spark Core, Azure Data Factory, Data Warehousing, Hive, Hadoop File System, GIT, Kinesis, Kafka",full-time,2271256.0,2-6,Data Engineer
Bigshyft Hiring for Lambdatest,"Noida, Delhi, Bengaluru",Postgraduate,"Data Analysis, Data Warehousing, ETL, AWS",Not Specified,1006472.0,5-7,Data Engineer
Impelsys India Pvt Ltd,"Pune, Bengaluru",Postgraduate,"etl, data engineering, SQL, Postgres, Microsoft SQL Server, MySQL, MongoDB, Amazon Redshift",full-time,1773743.0,4-7,Data Platform Engineer
Adecco India Private Limited,"Pune, Chennai, Bengaluru",Postgraduate,"Snowflake, Data Warehouse, Spark, Redshift, Python, IT Skills, Java, Cloud",contract,1886247.0,1-6,Big Data Engineer with AWS
Maropost,Mohali,Undergraduate,"Data Analysis, IT Skills, Cloud, Project Management, AWS, BPO, project management, Postgresql",contract,2061171.0,5-6,Data Engineer
Micron Tech,Hyderabad,Postgraduate,"Data Science, C#, Tensorflow, AngularJS, CSS, R, JavaScript, Hadoop",Not Specified,2382729.0,5-6,"Data Science Engineer, SMAI"
AGRIM,Gurugram,Undergraduate,"Unix, SAN, Data modeling, SOC, Business intelligence, Troubleshooting, Analytics, SQL",contract,2106932.0,0-1,Data Engineer
International Flavours and Fragrances India Priva,Hyderabad,Not Specified,"Computer science, GIT, Architecture, data science, agile project management, Diversity and Inclusion, Database, Business applications",Not Specified,1922762.0,2-7,Data Engineer
IFF,Hyderabad,Postgraduate,"Computer science, GIT, Architecture, data science, agile project management, Diversity and Inclusion, Database, Business applications",full-time,302947.0,2-6,Data Engineer
SQUALAS,Hyderabad,Undergraduate,"AWS, ETL, Apache, S3, Driven Development, Glue, MySQL, NiFi",contract,1188262.0,5-6,Data Engineer | AWS | GLUE | SPARK
MAVEN WAVE PARTNERS (INDIA)PVT. LTD.,"Chennai, Gurugram, Bengaluru",Undergraduate,"Git, Data Warehousing, verbal communication, Python, SQL, written, ETL, Bitbucket",Not Specified,1493613.0,3-6,Maven Wave Rebound - Data Engineering
